Longitude,Latitude,Cluster
52.681559,0.855753,25
38.697461,-9.41835,18
48.873846,2.294962,0
50.440246,16.875278,-1
51.437196,5.479141,-1
48.502993,13.122074,-1
50.26463,-3.867906,92
50.264664,-3.862767,92
53.080075,-4.106462,149
54.018025,11.436252,-1
48.005991,6.965602,-1
48.0053,6.981316,-1
54.325709,-5.722353,-1
54.514143,-6.05647,-1
54.653986,-5.801671,-1
52.358653,4.882017,27
42.32287,2.336053,69
45.993661,0.32053,32
45.188634,24.039856,-1
49.870616,16.310897,-1
45.991877,0.319447,32
45.983633,0.31083,32
45.984013,0.312872,32
52.627627,1.293408,150
52.622402,1.242038,150
52.62278,1.242166,150
52.627075,1.293377,150
52.635783,1.302525,150
52.629661,1.294961,150
52.566433,1.119255,150
51.793905,-2.906731,-1
45.982763,0.307808,32
45.982088,0.3054,32
37.311147,-8.589591,-1
48.867107,2.354668,0
48.868977,2.355575,0
58.95966,-2.84798,-1
40.33891,-7.213082,-1
52.20383,10.510319,-1
51.501527,-0.018778,11
41.364006,2.155948,56
39.36137,-0.390496,70
44.49418,11.346825,34
44.493302,11.347225,34
50.664322,3.058469,-1
51.571427,0.208583,11
51.581997,0.206205,11
51.51805,-0.080559,11
51.51775,-0.081114,11
43.480208,4.413355,-1
39.435695,-0.46665,70
51.53528,0.713969,36
51.535863,0.713769,36
51.536288,0.71378,36
45.989746,13.275003,-1
45.801475,3.103176,-1
35.580312,23.590242,-1
45.842403,9.40037,146
51.386111,-2.710834,39
37.727993,29.132154,-1
54.173827,10.564277,151
50.086624,14.411981,30
51.228898,4.4038,-1
51.510879,-0.086871,11
50.078553,20.092653,-1
41.024759,28.974852,91
51.340416,6.600645,46
47.200627,14.748269,116
47.200619,14.748216,116
50.058929,1.366381,-1
37.592086,27.985552,152
37.592183,27.985436,152
37.596055,27.984019,152
37.598611,27.984622,152
37.598588,27.984611,152
37.598619,27.984502,152
37.598522,27.984452,152
47.50905,19.045153,40
48.580505,5.95708,58
48.580252,5.957055,58
46.326172,6.089161,-1
48.580563,5.957141,58
50.801927,-1.109731,51
50.801713,-1.109567,51
50.801597,-1.109434,51
54.904766,-1.381208,52
54.904316,-1.385436,52
36.768752,27.801702,53
36.768755,27.801444,53
36.76833,27.801238,53
43.951468,4.806593,-1
46.910428,10.090534,-1
51.087651,-0.701451,11
51.906108,4.459775,27
41.197574,0.793944,44
41.202541,0.799544,44
57.726758,10.608188,-1
45.75743,4.834172,14
45.452815,9.175944,31
45.451588,9.173723,31
45.723446,25.662721,-1
48.580594,5.95678,58
48.580463,5.956869,58
35.880854,14.522037,22
35.929085,14.344689,22
35.928512,14.341149,22
36.044615,14.251112,22
36.042655,14.2474,22
36.043626,14.242594,22
35.867901,14.35383,22
47.049322,8.3078,-1
50.801713,-1.109564,51
55.68884,12.578305,106
59.414171,18.904573,-1
45.398386,11.876547,62
43.832511,5.271661,121
45.406791,11.872533,62
45.406736,11.872511,62
45.398305,11.875736,62
41.381558,2.172052,56
45.398786,11.876447,62
45.39878,11.876455,62
48.691385,6.185957,109
40.41361,-3.682125,85
54.889974,-2.932856,117
39.293905,21.704738,60
42.703611,-0.007778,-1
42.542504,1.703492,26
45.916489,9.386776,146
52.518453,13.401378,81
53.013694,-3.276884,19
51.198881,0.983812,133
51.2787,1.278684,-1
51.166081,0.815252,133
37.920777,-2.991873,20
51.110783,17.031027,64
51.109752,17.030588,64
51.110691,17.031397,64
51.111361,17.030436,64
51.1097,17.031233,64
51.109713,17.031216,64
51.10948,17.031327,64
51.111211,17.030619,64
51.10918,17.03183,64
37.92098,-2.990612,20
37.920672,-2.990612,20
46.601214,11.725866,63
41.385285,2.180163,56
47.943938,7.376741,-1
56.664822,-4.904638,111
56.664183,-4.907572,111
56.66365,-4.90855,111
56.661033,-4.917533,111
56.660988,-4.917687,111
56.661278,-4.91792,111
56.66277,-4.965112,111
56.662663,-4.965347,111
56.662542,-4.965703,111
56.662425,-4.966372,111
56.66243,-4.966338,111
56.662453,-4.966187,111
56.667678,-4.986588,111
56.667653,-4.986687,111
47.611392,13.042691,-1
37.018402,-4.544692,-1
36.813304,-2.050977,-1
41.281708,2.064903,56
53.95921,-1.079941,33
48.69028,6.184079,109
40.734028,17.590056,-1
50.913748,14.159746,-1
55.949794,-3.190167,147
52.092498,6.029368,153
38.630952,-0.044052,143
48.565924,2.714009,71
52.923311,-1.476273,-1
55.960377,-4.80117,80
55.960308,-4.80162,80
42.259087,3.074938,54
53.962258,-1.08107,33
53.9627,-1.081918,33
53.962486,-1.082165,33
48.502638,13.12231,-1
50.004594,21.983224,-1
37.328708,-5.842662,1
37.328455,-5.842714,1
37.328422,-5.842878,1
37.328661,-5.842695,1
37.328294,-5.842606,1
37.327436,-5.842706,1
37.327261,-5.843253,1
37.328061,-5.843139,1
37.329033,-5.843456,1
37.329086,-5.843531,1
37.329077,-5.843545,1
37.328572,-5.843617,1
37.32848,-5.843514,1
37.418055,-5.871251,1
37.936386,-6.580614,73
37.936241,-6.580714,73
37.936138,-6.580678,73
37.936019,-6.580762,73
37.936136,-6.580848,73
37.936138,-6.581109,73
37.935933,-6.580948,73
37.936011,-6.58087,73
37.935988,-6.580945,73
37.935969,-6.580928,73
37.935936,-6.581014,73
42.116008,-8.812708,141
50.133894,14.393098,30
45.992213,0.303944,32
51.079424,17.028787,64
45.999791,0.322608,32
50.44003,-4.698142,154
50.580666,5.7595,-1
48.091077,13.561624,76
46.223461,6.120425,-1
53.107127,0.237522,77
51.210377,-2.643992,39
51.2104,-2.643795,39
51.210386,-2.643998,39
51.210441,-2.644203,39
51.210475,-2.643334,39
53.129875,-1.417751,79
53.130017,-1.420272,79
51.096827,-1.076828,-1
41.90278,12.49713,24
41.902885,12.496658,24
51.532986,0.716747,36
51.532902,0.720402,36
51.533061,0.717769,36
53.133287,-1.429477,79
52.18774,9.605741,-1
51.532661,0.723127,36
51.532336,0.723386,36
51.532133,0.723872,36
51.532861,0.720211,36
51.532555,0.722322,36
53.134838,-1.432514,79
53.142877,-1.430915,79
51.563666,3.489144,131
48.581142,7.742325,144
45.581116,9.705766,132
48.091227,13.561345,76
50.437213,5.972044,23
54.625972,8.399825,-1
37.312888,-8.554337,-1
53.217122,6.572677,82
51.570127,0.462094,36
51.569055,0.455088,36
51.569036,0.456713,36
51.56885,0.458611,36
51.568855,0.458622,36
51.568911,0.459777,36
51.568813,0.459786,36
51.568763,0.461141,36
51.569827,0.461886,36
51.570763,0.463447,36
51.571102,0.463902,36
51.571538,0.462497,36
51.570597,0.46173,36
51.570513,0.460838,36
51.569763,0.454325,36
51.569047,0.455444,36
42.181115,2.488714,69
53.419449,-2.998591,90
51.569169,-3.977639,155
51.568922,-3.976831,155
51.569213,-3.977762,155
51.647325,-0.0471,11
51.646838,-0.046992,11
45.465864,9.19517,31
50.193007,-5.411303,-1
50.193138,-5.411583,-1
51.50738,-0.12734,11
55.860616,-4.257878,57
51.510558,-0.142693,11
51.216064,-0.432618,11
40.416563,-3.703906,85
40.415011,-3.707812,85
45.407763,11.877616,62
45.401541,11.868394,62
45.401488,11.868025,62
45.401355,11.867725,62
48.395387,16.211861,128
48.391733,16.214221,128
48.39137,16.214286,128
45.401483,11.867486,62
45.401463,11.867477,62
45.408941,11.877663,62
51.052833,13.731772,59
45.400594,11.884361,62
45.401544,11.883725,62
45.401758,11.883677,62
45.411777,11.879572,62
51.115294,-0.186609,84
51.115372,-0.184964,84
51.115405,-0.185095,84
51.115327,-0.18945,84
51.114119,-0.189723,84
51.114238,-0.19047,84
51.114413,-0.190478,84
51.11458,-0.190431,84
51.114575,-0.19037,84
51.114755,-0.190353,84
51.115194,-0.19002,84
51.114888,-0.190128,84
51.115369,-0.189817,84
40.417111,-3.699264,85
47.692841,14.121394,-1
47.315352,18.782611,40
52.644176,-3.956676,-1
56.339713,-2.786534,86
56.339688,-2.786534,86
56.339513,-2.787431,86
56.339527,-2.791087,86
56.338077,-2.791064,86
55.689953,13.248996,-1
49.137838,8.571256,-1
36.783338,3.061784,156
36.783227,3.061666,156
43.523418,3.920134,-1
44.10241,3.074702,-1
53.545827,10.006463,89
41.183338,0.781172,44
41.183902,0.780972,44
41.186597,0.779088,44
43.344975,3.212985,-1
48.256469,11.605022,119
41.1452,0.819086,44
52.457047,6.387852,-1
52.24635,6.469505,-1
56.690611,-5.085506,111
41.255836,0.793202,44
41.2611,0.800838,44
41.260952,0.800158,44
51.015105,-2.636956,39
41.007821,28.958321,91
42.50751,1.527423,26
37.878384,-4.779256,29
54.138619,10.617706,151
47.499551,19.051108,40
48.582874,7.742389,144
50.495555,9.952499,-1
38.695921,-9.209139,18
50.99628,-4.532939,93
50.3625,-4.395278,92
50.830713,-4.558375,93
49.848436,3.294739,-1
41.016085,28.964005,91
50.832616,-4.55397,93
50.832977,-4.553984,93
50.832713,-4.553945,93
50.832638,-4.554025,93
50.84903,-4.555914,93
50.832597,-4.553917,93
50.849038,-4.55587,93
51.008311,-4.53572,93
50.8325,-4.553889,93
58.130388,7.996522,157
50.741602,-4.638828,93
54.820781,-2.872109,-1
50.772019,-4.577253,93
50.774111,-4.57587,93
50.771944,-4.577223,93
50.773888,-4.575556,93
50.772511,-4.579639,93
50.7725,-4.58,93
50.774597,-4.574962,93
50.772633,-4.577489,93
50.847088,-4.556853,93
50.848019,-4.554745,93
50.84703,-4.556639,93
50.847697,-4.556114,93
50.848836,-4.554945,93
50.84745,-4.555828,93
50.847694,-4.556162,93
50.847555,-4.553887,93
50.847452,-4.554684,93
49.759838,6.644197,-1
50.848841,-4.554945,93
50.847344,-4.5558,93
38.679377,-9.171453,18
50.847475,-4.555889,93
50.847536,-4.556045,93
50.84903,-4.555928,93
50.870147,-4.56022,93
51.114125,17.034075,64
51.113613,17.039727,64
51.113802,17.033475,64
51.113463,17.036427,64
51.113875,17.033788,64
50.709218,-2.760808,158
50.795555,-4.559445,93
39.314843,8.433551,-1
49.296583,19.949591,95
48.540949,-3.581398,-1
53.326092,-7.986373,-1
49.296116,19.946541,95
49.296183,19.946597,95
49.296711,19.947088,95
49.297005,19.94728,95
49.297222,19.947427,95
56.253491,-3.20697,96
56.253883,-3.20557,96
52.503169,13.28203,81
52.503141,13.282022,81
40.849444,14.258055,98
40.846944,14.252886,98
52.918011,-3.89122,149
40.838608,14.253213,98
40.849444,14.250277,98
40.851261,14.257086,98
40.850119,14.257827,98
52.502702,13.281922,81
40.85255,14.259697,98
40.849711,14.258066,98
40.849722,14.258055,98
40.85,14.257777,98
40.850044,14.257869,98
40.850386,14.255419,98
52.50238,13.28153,81
40.84858,14.254744,98
40.848933,14.254402,98
40.848358,14.254791,98
52.501502,13.282372,81
40.847375,14.252011,98
52.501161,13.283516,81
40.844977,14.25,98
40.838444,14.249544,98
40.751097,14.484133,99
40.837744,14.248855,98
40.750255,14.494394,99
40.748958,14.486891,99
40.835183,14.247224,98
40.748725,14.484411,99
40.750225,14.483163,99
40.751825,14.481102,99
40.7525,14.478888,99
40.835561,14.249702,98
40.752363,14.479372,99
40.835555,14.25,98
40.835427,14.249966,98
40.836291,14.248994,98
40.836944,14.248888,98
40.837833,14.249761,98
40.838166,14.251283,98
40.751763,14.481277,99
40.83813,14.253263,98
40.838097,14.25398,98
54.680375,8.333247,-1
40.751263,14.482308,99
40.838208,14.254022,98
54.650324,8.351068,-1
40.751077,14.482447,99
40.751155,14.483688,99
40.838516,14.253122,98
40.838544,14.25315,98
40.850388,14.25455,98
40.751655,14.484369,99
40.752688,14.484391,99
40.850097,14.254691,98
40.85035,14.255436,98
40.850577,14.255769,98
40.851102,14.257211,98
40.850855,14.257991,98
40.752116,14.484755,99
50.521897,15.374775,-1
40.750972,14.490613,99
40.751083,14.490572,99
40.856144,14.260144,98
40.751861,14.49283,99
40.75178,14.492305,99
40.749791,14.489861,99
40.749955,14.489466,99
41.717426,2.934175,-1
40.748602,14.486433,99
40.748377,14.486216,99
40.748336,14.485477,99
43.385479,-8.393318,-1
40.851111,14.2575,98
40.749058,14.485016,99
40.852497,14.256922,98
40.749125,14.483511,99
40.748611,14.482222,99
40.852222,14.256944,98
50.84675,4.352967,159
53.638033,-2.813589,100
53.637577,-2.813495,100
40.843611,14.239166,98
40.843333,14.239444,98
41.097777,14.329444,101
41.097777,14.329166,101
41.097788,14.329163,101
41.097222,14.328888,101
41.38023,2.17334,56
40.836388,14.250277,98
40.837222,14.248055,98
40.827777,14.248611,98
40.828888,14.247499,98
40.829166,14.247777,98
40.828888,14.248611,98
50.790046,-3.192182,-1
41.071666,14.326944,101
41.07,14.326944,101
48.834914,2.352823,0
41.563063,2.018686,56
48.533611,9.035277,-1
52.508509,13.377377,81
41.383733,2.177252,56
41.380461,2.182736,56
41.386497,2.166138,56
41.403361,2.173322,56
41.376822,2.184038,56
41.382527,2.177786,56
42.633633,11.66313,103
51.064674,-1.791543,-1
49.306591,19.932725,95
38.687176,-9.147427,18
53.379597,0.146486,77
52.99083,-0.006737,160
38.68844,-9.146397,18
38.683876,-9.163048,18
53.373138,0.241388,77
53.372186,0.239594,77
43.282711,5.327938,-1
51.245482,0.633183,133
52.932891,-1.226798,104
45.336603,14.410511,-1
43.6936,7.278989,35
43.695121,7.273764,35
43.695144,7.271962,35
55.973287,-2.426744,-1
54.320872,10.136402,161
42.988278,-0.429604,-1
47.250797,11.401233,162
39.472872,-6.371125,-1
47.796211,-4.354492,163
43.267823,-2.933864,15
47.621264,10.611655,164
39.455555,-0.352184,70
51.606566,-1.745861,108
51.605625,-1.745559,108
51.605611,-1.74558,108
51.605564,-1.745647,108
51.605548,-1.745662,108
51.605537,-1.745648,108
51.605479,-1.745684,108
47.295076,23.875196,-1
51.369027,-0.171071,11
51.952835,4.553854,27
50.527252,6.095913,23
45.459363,6.744875,165
48.805208,9.526946,17
51.054135,3.731027,66
53.415027,-4.333231,-1
38.679158,-9.171634,18
48.497813,2.339572,94
44.470502,26.082615,112
44.427313,26.088087,112
48.498102,2.339388,94
46.21123,13.528502,114
46.212841,13.532638,114
43.758286,7.089388,35
46.218844,13.551494,114
46.222513,13.547266,114
46.213638,13.559636,114
46.218005,13.552958,114
45.563108,13.859158,75
53.346105,-6.238173,21
42.182737,2.487555,69
42.18282,2.487287,69
42.146466,2.542948,69
47.532557,19.081234,40
44.714352,20.515863,-1
55.030206,11.945966,-1
52.29364,4.741061,27
53.637563,-2.813481,100
51.796605,-9.666417,-1
41.152077,-8.609884,166
45.552069,8.050283,-1
41.891944,12.514722,24
53.637619,-2.813745,100
53.637805,-2.813239,100
51.682319,-1.786145,108
42.115547,-8.812633,141
51.682133,-1.787339,108
53.63778,-2.812937,100
51.35785,0.260195,11
50.966858,13.312992,-1
50.591516,12.572989,-1
53.311672,-0.060274,77
51.358185,0.258586,11
49.449036,11.087233,167
49.45323,11.076766,167
43.385978,-8.406579,-1
51.359408,0.264648,11
47.200663,14.748136,116
48.49909,2.341289,94
48.464584,9.226402,-1
54.985261,-3.170773,117
54.985338,-3.170445,117
54.985336,-3.170442,117
50.049927,8.564458,16
50.049716,8.564097,16
50.049858,8.564352,16
41.776264,-7.351571,-1
52.189249,-1.480276,38
52.18923,-1.480431,38
53.250217,10.408279,89
53.250904,10.410071,89
52.248619,21.013258,-1
40.16833,-3.693545,85
46.502209,11.73108,63
43.317895,11.329253,83
43.318347,11.329447,83
56.139444,25.532222,118
45.935497,0.643944,74
45.936222,0.643888,74
51.467563,-0.447092,11
51.461948,-0.446405,11
51.464929,-0.449795,11
45.936227,0.643891,74
50.548147,-3.494532,-1
53.962429,-1.091326,33
53.965907,-1.083912,33
53.966001,-1.084266,33
53.956104,-1.077679,33
53.957038,-1.078151,33
53.690022,-1.838126,10
53.684872,-1.826864,10
53.708155,-1.282534,168
53.693088,-1.253095,168
53.680677,-1.053731,168
53.591044,-0.988962,168
53.513413,-0.302514,77
53.497947,-0.305139,77
41.005416,28.973616,91
47.900584,-4.368513,163
45.650572,13.767297,75
45.648783,13.768927,75
46.047291,9.622922,-1
52.262999,5.162989,27
42.410286,27.7028,-1
49.11278,13.132975,-1
53.713794,-2.095778,10
53.77418,-2.24727,10
57.595944,9.976566,120
53.738997,-2.166275,10
53.732861,-2.143012,10
47.169191,9.480085,97
47.282657,-2.211363,-1
51.225686,6.776268,46
41.413754,2.152268,56
50.086913,14.408762,30
48.359664,-4.779675,-1
53.288975,-1.8645,-1
51.125138,-0.01958,84
48.071111,11.617777,119
51.667772,5.143776,171
59.131474,18.117012,72
54.41665,-4.364506,169
54.262069,-4.46275,169
44.168807,0.288573,-1
47.837386,-4.350639,163
55.110427,-3.372153,-1
55.110488,-3.372248,-1
42.516486,3.10608,-1
53.523097,9.937719,89
53.752961,-2.363953,10
53.753569,-2.363295,10
53.752736,-2.363812,10
53.75273,-2.361906,10
53.753077,-2.361937,10
59.097619,11.270627,137
57.695847,11.954922,170
57.696736,12.04295,170
57.371308,12.413486,170
41.903172,12.490047,24
40.634627,14.603211,99
46.980022,7.036636,-1
48.688814,6.174273,109
52.904631,-4.333323,-1
48.290146,-0.601415,-1
47.51093,19.057459,40
52.20398,0.111988,-1
52.904637,-4.333312,-1
37.920911,-2.990003,20
37.92068,-2.990587,20
37.921036,-2.990206,20
37.920911,-2.989998,20
47.257777,11.350833,162
46.538472,11.65125,63
46.532016,11.62978,63
46.555472,11.617319,63
46.547516,11.607602,63
46.563333,11.621388,63
46.499722,11.356666,63
46.554166,11.658888,63
46.554166,11.658611,63
46.552499,11.66,63
46.527777,11.619444,63
46.529444,11.599722,63
46.529444,11.599444,63
46.554444,11.658611,63
46.538611,11.634722,63
46.541388,11.668055,63
46.515277,11.684444,63
50.088937,14.414277,30
46.525833,11.710277,63
46.534722,11.691944,63
50.009001,2.035568,-1
42.988577,-1.006123,-1
53.75488,-2.361703,10
53.755577,-2.362142,10
53.755636,-2.3651,10
53.753988,-2.367667,10
45.872666,6.464338,-1
41.717794,2.933499,-1
54.079924,12.088769,-1
50.363847,-4.181976,92
50.368097,-4.187567,92
50.386052,-4.194856,92
50.398427,-4.210912,92
51.686663,5.304513,171
53.070766,8.832116,130
51.546688,3.633927,131
54.842747,9.402744,172
54.792866,9.437683,172
54.830702,9.543552,172
54.751738,9.862824,193
54.479197,9.846577,193
54.438849,10.176986,161
54.369269,10.154041,161
54.368422,10.12208,161
54.036219,10.448308,151
48.397553,16.209511,128
53.645875,10.546177,129
53.542733,9.930333,89
53.554572,10.005841,89
53.547019,10.002138,89
53.362216,10.204205,89
53.303966,10.181494,89
53.54118,8.57835,197
53.863408,8.594697,-1
53.517697,8.403622,197
53.175361,6.973852,-1
53.218863,6.567988,82
53.30473,6.494494,82
53.325458,5.991638,-1
53.171949,5.417044,-1
52.774272,5.105355,43
52.772766,5.113108,43
52.522372,5.425336,-1
52.35903,4.883847,27
52.363961,4.892188,27
52.063288,4.218125,27
52.085075,4.30418,27
52.011897,4.358558,27
51.91968,4.503352,27
51.940163,4.85388,27
52.01198,4.710636,27
52.00415,4.745244,27
52.09065,5.105355,27
40.945638,-4.120095,138
40.945569,-4.12012,138
55.667283,12.532627,106
55.668597,12.538158,106
55.681572,12.574822,106
55.615936,11.911191,173
55.383786,11.535113,-1
55.29978,10.852572,-1
55.396277,10.38038,-1
55.506608,9.727202,174
55.506425,9.726786,174
55.691641,9.663275,174
55.686066,9.617719,174
55.793463,9.829925,174
55.793411,9.829811,174
56.53465,8.119072,175
56.497938,8.120383,175
56.34978,8.122805,175
56.308238,8.156286,175
55.868422,8.15918,-1
55.814963,8.192102,-1
55.609905,8.204238,68
55.487494,8.411375,68
55.327683,8.761438,-1
51.249503,0.630555,133
51.491257,-0.12734,11
59.351586,6.233197,-1
59.261861,6.159386,176
58.990619,6.138113,176
58.986011,6.186738,176
58.986388,6.18813,176
59.019058,6.040597,176
58.971302,5.730291,135
58.883858,5.604713,135
58.666763,5.550888,-1
58.460811,6.001641,-1
58.323088,6.284794,177
58.332077,6.358252,177
58.289547,6.43763,177
58.289813,6.44175,177
58.28223,6.484991,177
58.270958,6.814811,177
58.139125,6.605502,177
58.077408,6.712794,177
50.360397,-4.742959,154
50.361355,-4.744445,154
52.411336,-1.509628,38
37.906513,-6.235684,-1
44.28043,8.43805,-1
51.50623,-0.128612,11
55.78873,-4.618814,57
55.788747,-4.618773,57
55.788608,-4.618973,57
40.950197,-4.126362,138
40.950683,-4.126448,138
40.950169,-4.124173,138
37.376002,-5.987073,1
41.38539,2.172267,56
48.387333,15.521377,192
50.375083,2.766087,-1
43.117611,5.801963,-1
48.865455,2.779315,8
48.235428,4.115999,-1
58.94591,23.537017,-1
53.543235,9.983718,89
51.50197,-0.113561,11
52.648284,0.690164,25
48.117402,16.626176,-1
45.302222,3.946944,-1
36.979158,-3.12444,49
48.432703,0.101076,-1
50.206219,7.336527,-1
50.207427,7.336625,-1
50.086783,14.409245,30
52.962598,-2.202833,-1
52.07625,-3.126812,-1
45.818569,6.411811,-1
38.630016,-0.004187,143
49.37807,10.177858,50
49.377953,10.177886,50
45.464052,9.189997,31
47.049947,15.149419,-1
43.469443,11.04304,-1
45.767522,4.830833,14
45.768513,4.842555,14
45.767436,4.830649,14
45.760416,4.858916,14
43.540398,-7.036528,-1
40.415901,-3.714687,85
47.011041,15.210394,-1
40.416414,-3.714666,85
50.085499,14.391027,30
45.072793,7.686223,2
48.581587,7.747968,144
44.701959,10.629959,-1
48.580117,7.739385,144
48.580117,7.742968,144
48.581601,7.741552,144
48.580394,7.743709,144
48.580132,7.744438,144
53.233658,-0.538856,5
53.229447,-0.540353,5
53.228605,-0.541695,5
53.227675,-0.543575,5
53.227675,-0.543578,5
53.227672,-0.543592,5
53.227672,-0.543587,5
53.227677,-0.543578,5
53.227663,-0.543573,5
53.228605,-0.547095,5
53.227672,-0.543595,5
53.227683,-0.543581,5
53.227672,-0.543581,5
53.227686,-0.543584,5
53.227677,-0.543589,5
53.227661,-0.543578,5
53.228708,-0.547328,5
53.227588,-0.543609,5
53.227594,-0.543606,5
53.228705,-0.547331,5
53.228161,-0.54322,5
53.227675,-0.543603,5
53.228405,-0.546612,5
53.230163,-0.549006,5
53.228475,-0.543067,5
41.596286,15.813933,7
53.22848,-0.539409,5
53.22848,-0.539406,5
53.228488,-0.5394,5
53.228497,-0.539931,5
53.2285,-0.539931,5
47.382822,10.878113,9
53.228702,-0.542273,5
53.228594,-0.540117,5
53.22853,-0.540534,5
50.639477,-2.063178,-1
53.23353,-0.538806,5
53.231736,-0.539212,5
53.231897,-0.539078,5
53.23443,-0.538584,5
48.878278,2.360215,0
48.57446,13.473819,12
51.516234,11.965194,178
51.526147,11.960839,178
49.974965,-5.231561,-1
52.238376,-0.59633,179
43.616439,3.157024,-1
47.68794,17.633272,-1
47.692894,9.26966,180
37.178099,-3.585737,181
46.409705,8.076766,-1
46.579277,8.386963,-1
53.234211,-0.53627,5
55.979339,-3.610167,147
51.370266,-0.40265,11
53.013533,-3.277087,19
53.013611,-3.276995,19
51.370236,-0.402787,11
53.235055,-0.539928,5
53.235472,-0.541362,5
53.23475,-0.539814,5
53.234794,-0.540087,5
53.235677,-0.542628,5
53.235577,-0.541828,5
53.013469,-3.277156,19
53.234277,-0.540637,5
53.234236,-0.540823,5
53.234425,-0.541031,5
53.234427,-0.541045,5
53.234238,-0.540912,5
53.234236,-0.54092,5
53.23423,-0.540623,5
41.972912,3.210979,-1
41.977367,3.210754,-1
53.23433,-0.540756,5
53.234327,-0.540587,5
53.234455,-0.540598,5
53.234483,-0.540734,5
53.234508,-0.540753,5
53.234508,-0.540998,5
53.234438,-0.540984,5
53.234383,-0.54082,5
53.234391,-0.540728,5
53.23433,-0.54052,5
53.234344,-0.540531,5
53.234444,-0.540712,5
53.234516,-0.541131,5
53.234427,-0.540925,5
53.234416,-0.540923,5
53.234486,-0.540828,5
53.234177,-0.540192,5
53.234136,-0.540445,5
53.234186,-0.541145,5
53.234352,-0.541531,5
53.234375,-0.541598,5
53.234244,-0.541773,5
53.234208,-0.541623,5
53.234341,-0.541548,5
53.23433,-0.541556,5
53.234302,-0.541623,5
53.234333,-0.541631,5
53.2343,-0.540028,5
53.23423,-0.540106,5
53.234144,-0.540673,5
53.234202,-0.541228,5
37.921315,-2.992272,20
53.235305,-0.539645,5
53.23518,-0.539714,5
53.23585,-0.542114,5
53.235861,-0.542089,5
53.235622,-0.540809,5
53.235327,-0.539628,5
53.23525,-0.539723,5
53.235302,-0.539762,5
53.235086,-0.539664,5
53.234661,-0.539756,5
53.235372,-0.539895,5
55.5928,12.994916,182
53.234469,-0.538537,5
53.234294,-0.537689,5
53.237227,-0.538095,5
53.237313,-0.538103,5
53.237172,-0.538312,5
53.008214,-0.894645,-1
53.005773,-0.894345,-1
43.777051,11.277219,13
53.961148,-1.091341,33
41.914311,12.492369,24
42.052661,2.504672,69
52.681507,0.855796,25
49.763532,0.366947,-1
52.386012,4.887135,27
51.081817,17.028615,64
45.303055,3.948888,-1
44.302767,9.210426,-1
52.436194,5.076963,27
46.311638,14.063122,-1
52.938697,-1.199537,104
42.182101,2.488853,69
42.182133,2.488081,69
45.991655,0.320172,32
45.991647,0.320172,32
52.279788,-1.585187,38
45.983647,0.309419,32
51.482488,-3.181787,183
45.981616,0.303258,32
45.982086,0.305402,32
50.347815,-4.259519,92
43.316888,11.334705,83
54.748705,-8.559439,-1
54.838752,-8.453698,-1
44.968255,1.033527,-1
53.963811,-1.085801,33
53.952809,-1.09507,33
53.956331,-1.094394,33
36.476719,29.400699,-1
37.051974,28.322829,-1
40.351728,18.169369,-1
50.721038,-2.804934,158
43.268417,-2.936975,15
44.499058,11.341047,34
44.489805,11.343336,34
54.536745,18.499732,-1
43.735212,7.423689,35
43.736344,7.426843,35
43.736941,7.421307,35
44.340025,11.707928,-1
41.940219,-7.437475,-1
40.558486,16.662858,45
51.192136,0.261436,11
50.58654,3.884224,184
51.967102,-2.038198,185
51.926316,-2.062689,185
51.9896,-1.928484,185
51.533197,0.714391,36
51.535336,0.713911,36
51.533241,0.712669,36
51.533822,0.714461,36
51.536102,0.713786,36
51.536436,0.713677,36
51.537486,0.714436,36
51.538261,0.713061,36
51.537111,0.713544,36
51.538852,0.712736,36
51.538725,0.712824,36
51.539175,0.712569,36
51.540069,0.712177,36
51.538966,0.714002,36
51.540119,0.713786,36
51.540141,0.712663,36
55.722379,14.017782,-1
43.184338,3.001477,-1
54.214695,-2.52086,-1
47.315302,18.782702,40
44.767249,9.392559,-1
37.734824,29.125002,-1
52.417331,9.660158,-1
53.157341,9.932434,-1
53.499872,-1.113234,168
37.384231,-5.989567,1
47.200619,14.748241,116
47.200525,14.748238,116
47.20063,14.748347,116
43.342494,17.813043,-1
50.450129,30.52342,4
41.190852,0.735222,44
41.191525,0.734072,44
46.193961,8.987385,186
42.651688,18.044363,47
42.650415,18.043213,47
42.648463,18.043977,47
41.143486,-8.611191,166
55.413843,-1.707386,-1
36.756413,28.266183,48
36.756344,28.266091,48
36.756386,28.266102,48
36.75573,28.264813,48
36.756225,28.265022,48
36.756213,28.265094,48
36.756094,28.266911,48
51.508461,-0.125248,11
53.462694,-9.796137,-1
52.048759,-1.783776,185
50.801613,-1.109462,51
54.904383,-1.384577,52
50.582005,3.891441,184
54.904433,-1.3827,52
55.946928,-3.380645,147
55.947733,-3.37969,147
55.944814,-3.336646,147
54.904272,-1.385811,52
42.832941,-2.684408,110
54.904402,-1.383451,52
41.193783,0.778425,44
52.086873,6.027925,153
41.201286,0.802852,44
41.202266,0.800675,44
41.202366,0.800741,44
41.201302,0.785669,44
41.195641,0.780802,44
41.195041,0.777505,44
41.193547,0.778261,44
48.453371,10.086178,-1
49.680577,8.621757,55
49.654149,8.56734,55
52.238494,-0.596158,179
51.363613,1.024694,133
48.580555,5.957005,58
